sentence_id	ref	author	book	genre	year	sent_order
12921	Vulg.Mat.5.43	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6225
12922	Vulg.Mat.5.43	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6226
12923	Vulg.Mat.5.44	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6227
12924	Vulg.Mat.5.44	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6228
12926	Vulg.Mat.5.45	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6229
12927	Vulg.Mat.5.45	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6230
12928	Vulg.Mat.5.46	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6231
12929	Vulg.Mat.5.46	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6232
12930	Vulg.Mat.5.47	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6233
12931	Vulg.Mat.5.47	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6234
12932	Vulg.Mat.5.48	Hieronymus	Evangelium secundum Matthaeum	Fiction	400	6235
10551	Vulg.Marc.5.1	Hieronymus	Evangelium secundum Marcum	Fiction	400	8225
10552	Vulg.Marc.5.2	Hieronymus	Evangelium secundum Marcum	Fiction	400	8226
10553	Vulg.Marc.5.4	Hieronymus	Evangelium secundum Marcum	Fiction	400	8227
10554	Vulg.Marc.5.5	Hieronymus	Evangelium secundum Marcum	Fiction	400	8228
10555	Vulg.Marc.5.6	Hieronymus	Evangelium secundum Marcum	Fiction	400	8229
10556	Vulg.Marc.5.7	Hieronymus	Evangelium secundum Marcum	Fiction	400	8230
10557	Vulg.Marc.5.7	Hieronymus	Evangelium secundum Marcum	Fiction	400	8231
47418	Vulg.Marc.5.7	Hieronymus	Evangelium secundum Marcum	Fiction	400	8232
47419	Vulg.Marc.5.7	Hieronymus	Evangelium secundum Marcum	Fiction	400	8233
10559	Vulg.Marc.5.8	Hieronymus	Evangelium secundum Marcum	Fiction	400	8234
10560	Vulg.Marc.5.8	Hieronymus	Evangelium secundum Marcum	Fiction	400	8235
10561	Vulg.Marc.5.9	Hieronymus	Evangelium secundum Marcum	Fiction	400	8236
10562	Vulg.Marc.5.9	Hieronymus	Evangelium secundum Marcum	Fiction	400	8237
10563	Vulg.Marc.5.9	Hieronymus	Evangelium secundum Marcum	Fiction	400	8238
10564	Vulg.Marc.5.9	Hieronymus	Evangelium secundum Marcum	Fiction	400	8239
10565	Vulg.Marc.5.10	Hieronymus	Evangelium secundum Marcum	Fiction	400	8240
10566	Vulg.Marc.5.11	Hieronymus	Evangelium secundum Marcum	Fiction	400	8241
10567	Vulg.Marc.5.12	Hieronymus	Evangelium secundum Marcum	Fiction	400	8242
10568	Vulg.Marc.5.12	Hieronymus	Evangelium secundum Marcum	Fiction	400	8243
10569	Vulg.Marc.5.13	Hieronymus	Evangelium secundum Marcum	Fiction	400	8244
10570	Vulg.Marc.5.13	Hieronymus	Evangelium secundum Marcum	Fiction	400	8245
10571	Vulg.Marc.5.13	Hieronymus	Evangelium secundum Marcum	Fiction	400	8246
10572	Vulg.Marc.5.14	Hieronymus	Evangelium secundum Marcum	Fiction	400	8247
10573	Vulg.Marc.5.14	Hieronymus	Evangelium secundum Marcum	Fiction	400	8248
10574	Vulg.Marc.5.15	Hieronymus	Evangelium secundum Marcum	Fiction	400	8249
10575	Vulg.Marc.5.15	Hieronymus	Evangelium secundum Marcum	Fiction	400	8250
10576	Vulg.Marc.5.16	Hieronymus	Evangelium secundum Marcum	Fiction	400	8251
10577	Vulg.Marc.5.17	Hieronymus	Evangelium secundum Marcum	Fiction	400	8252
10578	Vulg.Marc.5.18	Hieronymus	Evangelium secundum Marcum	Fiction	400	8253
10579	Vulg.Marc.5.19	Hieronymus	Evangelium secundum Marcum	Fiction	400	8254
10580	Vulg.Marc.5.20	Hieronymus	Evangelium secundum Marcum	Fiction	400	8255
10581	Vulg.Marc.5.20	Hieronymus	Evangelium secundum Marcum	Fiction	400	8256
10582	Vulg.Marc.5.21	Hieronymus	Evangelium secundum Marcum	Fiction	400	8257
10583	Vulg.Marc.5.22	Hieronymus	Evangelium secundum Marcum	Fiction	400	8258
47420	Vulg.Marc.5.23	Hieronymus	Evangelium secundum Marcum	Fiction	400	8259
47421	Vulg.Marc.5.23	Hieronymus	Evangelium secundum Marcum	Fiction	400	8260
47422	Vulg.Marc.5.23	Hieronymus	Evangelium secundum Marcum	Fiction	400	8261
10585	Vulg.Marc.5.24	Hieronymus	Evangelium secundum Marcum	Fiction	400	8262
10586	Vulg.Marc.5.25	Hieronymus	Evangelium secundum Marcum	Fiction	400	8263
10589	Vulg.Marc.5.28	Hieronymus	Evangelium secundum Marcum	Fiction	400	8264
10591	Vulg.Marc.5.29	Hieronymus	Evangelium secundum Marcum	Fiction	400	8265
10592	Vulg.Marc.5.29	Hieronymus	Evangelium secundum Marcum	Fiction	400	8266
10593	Vulg.Marc.5.30	Hieronymus	Evangelium secundum Marcum	Fiction	400	8267
10594	Vulg.Marc.5.30	Hieronymus	Evangelium secundum Marcum	Fiction	400	8268
10595	Vulg.Marc.5.31	Hieronymus	Evangelium secundum Marcum	Fiction	400	8269
10596	Vulg.Marc.5.31	Hieronymus	Evangelium secundum Marcum	Fiction	400	8270
10597	Vulg.Marc.5.31	Hieronymus	Evangelium secundum Marcum	Fiction	400	8271
10598	Vulg.Marc.5.32	Hieronymus	Evangelium secundum Marcum	Fiction	400	8272
10599	Vulg.Marc.5.33	Hieronymus	Evangelium secundum Marcum	Fiction	400	8273
10600	Vulg.Marc.5.34	Hieronymus	Evangelium secundum Marcum	Fiction	400	8274
10601	Vulg.Marc.5.34	Hieronymus	Evangelium secundum Marcum	Fiction	400	8275
10602	Vulg.Marc.5.34	Hieronymus	Evangelium secundum Marcum	Fiction	400	8276
10603	Vulg.Marc.5.35	Hieronymus	Evangelium secundum Marcum	Fiction	400	8277
10605	Vulg.Marc.5.35	Hieronymus	Evangelium secundum Marcum	Fiction	400	8278
10606	Vulg.Marc.5.36	Hieronymus	Evangelium secundum Marcum	Fiction	400	8279
10607	Vulg.Marc.5.36	Hieronymus	Evangelium secundum Marcum	Fiction	400	8280
10608	Vulg.Marc.5.36	Hieronymus	Evangelium secundum Marcum	Fiction	400	8281
10609	Vulg.Marc.5.37	Hieronymus	Evangelium secundum Marcum	Fiction	400	8282
10610	Vulg.Marc.5.38	Hieronymus	Evangelium secundum Marcum	Fiction	400	8283
10611	Vulg.Marc.5.39	Hieronymus	Evangelium secundum Marcum	Fiction	400	8284
10612	Vulg.Marc.5.39	Hieronymus	Evangelium secundum Marcum	Fiction	400	8285
10613	Vulg.Marc.5.39	Hieronymus	Evangelium secundum Marcum	Fiction	400	8286
10614	Vulg.Marc.5.40	Hieronymus	Evangelium secundum Marcum	Fiction	400	8287
10615	Vulg.Marc.5.40	Hieronymus	Evangelium secundum Marcum	Fiction	400	8288
10616	Vulg.Marc.5.41	Hieronymus	Evangelium secundum Marcum	Fiction	400	8289
47423	Vulg.Marc.5.41	Hieronymus	Evangelium secundum Marcum	Fiction	400	8290
47424	Vulg.Marc.5.41	Hieronymus	Evangelium secundum Marcum	Fiction	400	8291
47425	Vulg.Marc.5.41	Hieronymus	Evangelium secundum Marcum	Fiction	400	8292
10619	Vulg.Marc.5.42	Hieronymus	Evangelium secundum Marcum	Fiction	400	8293
10620	Vulg.Marc.5.42	Hieronymus	Evangelium secundum Marcum	Fiction	400	8294
10621	Vulg.Marc.5.42	Hieronymus	Evangelium secundum Marcum	Fiction	400	8295
10622	Vulg.Marc.5.43	Hieronymus	Evangelium secundum Marcum	Fiction	400	8296
10623	Vulg.Marc.5.43	Hieronymus	Evangelium secundum Marcum	Fiction	400	8297
16575	Vulg.Luc.5.1	Hieronymus	Evangelium secundum Lucam	Fiction	400	9519
16576	Vulg.Luc.5.2	Hieronymus	Evangelium secundum Lucam	Fiction	400	9520
16577	Vulg.Luc.5.2	Hieronymus	Evangelium secundum Lucam	Fiction	400	9521
16578	Vulg.Luc.5.3	Hieronymus	Evangelium secundum Lucam	Fiction	400	9522
16579	Vulg.Luc.5.3	Hieronymus	Evangelium secundum Lucam	Fiction	400	9523
16580	Vulg.Luc.5.4	Hieronymus	Evangelium secundum Lucam	Fiction	400	9524
16581	Vulg.Luc.5.4	Hieronymus	Evangelium secundum Lucam	Fiction	400	9525
16582	Vulg.Luc.5.5	Hieronymus	Evangelium secundum Lucam	Fiction	400	9526
16583	Vulg.Luc.5.5	Hieronymus	Evangelium secundum Lucam	Fiction	400	9527
16584	Vulg.Luc.5.5	Hieronymus	Evangelium secundum Lucam	Fiction	400	9528
16585	Vulg.Luc.5.6	Hieronymus	Evangelium secundum Lucam	Fiction	400	9529
16586	Vulg.Luc.5.6	Hieronymus	Evangelium secundum Lucam	Fiction	400	9530
16587	Vulg.Luc.5.7	Hieronymus	Evangelium secundum Lucam	Fiction	400	9531
16588	Vulg.Luc.5.7	Hieronymus	Evangelium secundum Lucam	Fiction	400	9532
16589	Vulg.Luc.5.8	Hieronymus	Evangelium secundum Lucam	Fiction	400	9533
16590	Vulg.Luc.5.8	Hieronymus	Evangelium secundum Lucam	Fiction	400	9534
16591	Vulg.Luc.5.9	Hieronymus	Evangelium secundum Lucam	Fiction	400	9535
16593	Vulg.Luc.5.10	Hieronymus	Evangelium secundum Lucam	Fiction	400	9536
16594	Vulg.Luc.5.10	Hieronymus	Evangelium secundum Lucam	Fiction	400	9537
16595	Vulg.Luc.5.10	Hieronymus	Evangelium secundum Lucam	Fiction	400	9538
16596	Vulg.Luc.5.11	Hieronymus	Evangelium secundum Lucam	Fiction	400	9539
16597	Vulg.Luc.5.12	Hieronymus	Evangelium secundum Lucam	Fiction	400	9540
16598	Vulg.Luc.5.12	Hieronymus	Evangelium secundum Lucam	Fiction	400	9541
16599	Vulg.Luc.5.13	Hieronymus	Evangelium secundum Lucam	Fiction	400	9542
16600	Vulg.Luc.5.13	Hieronymus	Evangelium secundum Lucam	Fiction	400	9543
16601	Vulg.Luc.5.13	Hieronymus	Evangelium secundum Lucam	Fiction	400	9544
16602	Vulg.Luc.5.13	Hieronymus	Evangelium secundum Lucam	Fiction	400	9545
16603	Vulg.Luc.5.14	Hieronymus	Evangelium secundum Lucam	Fiction	400	9546
16604	Vulg.Luc.5.14	Hieronymus	Evangelium secundum Lucam	Fiction	400	9547
16605	Vulg.Luc.5.15	Hieronymus	Evangelium secundum Lucam	Fiction	400	9548
16606	Vulg.Luc.5.15	Hieronymus	Evangelium secundum Lucam	Fiction	400	9549
16607	Vulg.Luc.5.16	Hieronymus	Evangelium secundum Lucam	Fiction	400	9550
48090	Vulg.Luc.5.17	Hieronymus	Evangelium secundum Lucam	Fiction	400	9551
48091	Vulg.Luc.5.17	Hieronymus	Evangelium secundum Lucam	Fiction	400	9552
16609	Vulg.Luc.5.17	Hieronymus	Evangelium secundum Lucam	Fiction	400	9553
16610	Vulg.Luc.5.17	Hieronymus	Evangelium secundum Lucam	Fiction	400	9554
16611	Vulg.Luc.5.18	Hieronymus	Evangelium secundum Lucam	Fiction	400	9555
16612	Vulg.Luc.5.18	Hieronymus	Evangelium secundum Lucam	Fiction	400	9556
48092	Vulg.Luc.5.19	Hieronymus	Evangelium secundum Lucam	Fiction	400	9557
48093	Vulg.Luc.5.19	Hieronymus	Evangelium secundum Lucam	Fiction	400	9558
16614	Vulg.Luc.5.20	Hieronymus	Evangelium secundum Lucam	Fiction	400	9559
16615	Vulg.Luc.5.20	Hieronymus	Evangelium secundum Lucam	Fiction	400	9560
16616	Vulg.Luc.5.21	Hieronymus	Evangelium secundum Lucam	Fiction	400	9561
16617	Vulg.Luc.5.21	Hieronymus	Evangelium secundum Lucam	Fiction	400	9562
16618	Vulg.Luc.5.21	Hieronymus	Evangelium secundum Lucam	Fiction	400	9563
16619	Vulg.Luc.5.22	Hieronymus	Evangelium secundum Lucam	Fiction	400	9564
16620	Vulg.Luc.5.22	Hieronymus	Evangelium secundum Lucam	Fiction	400	9565
16621	Vulg.Luc.5.23	Hieronymus	Evangelium secundum Lucam	Fiction	400	9566
16625	Vulg.Luc.5.24	Hieronymus	Evangelium secundum Lucam	Fiction	400	9567
57017	Vulg.Luc.5.24	Hieronymus	Evangelium secundum Lucam	Fiction	400	9568
57018	Vulg.Luc.5.24	Hieronymus	Evangelium secundum Lucam	Fiction	400	9569
57019	Vulg.Luc.5.24	Hieronymus	Evangelium secundum Lucam	Fiction	400	9570
57020	Vulg.Luc.5.24	Hieronymus	Evangelium secundum Lucam	Fiction	400	9571
16626	Vulg.Luc.5.25	Hieronymus	Evangelium secundum Lucam	Fiction	400	9572
16627	Vulg.Luc.5.25	Hieronymus	Evangelium secundum Lucam	Fiction	400	9573
16628	Vulg.Luc.5.26	Hieronymus	Evangelium secundum Lucam	Fiction	400	9574
16629	Vulg.Luc.5.26	Hieronymus	Evangelium secundum Lucam	Fiction	400	9575
16630	Vulg.Luc.5.26	Hieronymus	Evangelium secundum Lucam	Fiction	400	9576
16631	Vulg.Luc.5.27	Hieronymus	Evangelium secundum Lucam	Fiction	400	9577
16632	Vulg.Luc.5.27	Hieronymus	Evangelium secundum Lucam	Fiction	400	9578
16633	Vulg.Luc.5.28	Hieronymus	Evangelium secundum Lucam	Fiction	400	9579
16634	Vulg.Luc.5.29	Hieronymus	Evangelium secundum Lucam	Fiction	400	9580
16635	Vulg.Luc.5.29	Hieronymus	Evangelium secundum Lucam	Fiction	400	9581
16636	Vulg.Luc.5.30	Hieronymus	Evangelium secundum Lucam	Fiction	400	9582
16637	Vulg.Luc.5.30	Hieronymus	Evangelium secundum Lucam	Fiction	400	9583
16638	Vulg.Luc.5.31	Hieronymus	Evangelium secundum Lucam	Fiction	400	9584
16639	Vulg.Luc.5.31	Hieronymus	Evangelium secundum Lucam	Fiction	400	9585
16640	Vulg.Luc.5.32	Hieronymus	Evangelium secundum Lucam	Fiction	400	9586
16641	Vulg.Luc.5.33	Hieronymus	Evangelium secundum Lucam	Fiction	400	9587
48094	Vulg.Luc.5.33	Hieronymus	Evangelium secundum Lucam	Fiction	400	9588
16644	Vulg.Luc.5.34	Hieronymus	Evangelium secundum Lucam	Fiction	400	9589
16645	Vulg.Luc.5.34	Hieronymus	Evangelium secundum Lucam	Fiction	400	9590
16646	Vulg.Luc.5.35	Hieronymus	Evangelium secundum Lucam	Fiction	400	9591
16647	Vulg.Luc.5.35	Hieronymus	Evangelium secundum Lucam	Fiction	400	9592
16648	Vulg.Luc.5.36	Hieronymus	Evangelium secundum Lucam	Fiction	400	9593
16649	Vulg.Luc.5.36	Hieronymus	Evangelium secundum Lucam	Fiction	400	9594
16650	Vulg.Luc.5.36	Hieronymus	Evangelium secundum Lucam	Fiction	400	9595
16651	Vulg.Luc.5.37	Hieronymus	Evangelium secundum Lucam	Fiction	400	9596
16652	Vulg.Luc.5.37	Hieronymus	Evangelium secundum Lucam	Fiction	400	9597
16653	Vulg.Luc.5.38	Hieronymus	Evangelium secundum Lucam	Fiction	400	9598
16654	Vulg.Luc.5.39	Hieronymus	Evangelium secundum Lucam	Fiction	400	9599
16655	Vulg.Luc.5.39	Hieronymus	Evangelium secundum Lucam	Fiction	400	9600
16656	Vulg.Luc.5.39	Hieronymus	Evangelium secundum Lucam	Fiction	400	9601
17546	Vulg.Luc.15.1	Hieronymus	Evangelium secundum Lucam	Fiction	400	10444
17547	Vulg.Luc.15.2	Hieronymus	Evangelium secundum Lucam	Fiction	400	10445
17548	Vulg.Luc.15.2	Hieronymus	Evangelium secundum Lucam	Fiction	400	10446
17549	Vulg.Luc.15.3	Hieronymus	Evangelium secundum Lucam	Fiction	400	10447
17550	Vulg.Luc.15.4	Hieronymus	Evangelium secundum Lucam	Fiction	400	10448
17551	Vulg.Luc.15.5	Hieronymus	Evangelium secundum Lucam	Fiction	400	10449
17552	Vulg.Luc.15.6	Hieronymus	Evangelium secundum Lucam	Fiction	400	10450
17553	Vulg.Luc.15.6	Hieronymus	Evangelium secundum Lucam	Fiction	400	10451
17554	Vulg.Luc.15.7	Hieronymus	Evangelium secundum Lucam	Fiction	400	10452
17555	Vulg.Luc.15.8	Hieronymus	Evangelium secundum Lucam	Fiction	400	10453
17556	Vulg.Luc.15.9	Hieronymus	Evangelium secundum Lucam	Fiction	400	10454
17557	Vulg.Luc.15.9	Hieronymus	Evangelium secundum Lucam	Fiction	400	10455
17558	Vulg.Luc.15.10	Hieronymus	Evangelium secundum Lucam	Fiction	400	10456
17559	Vulg.Luc.15.11	Hieronymus	Evangelium secundum Lucam	Fiction	400	10457
17560	Vulg.Luc.15.11	Hieronymus	Evangelium secundum Lucam	Fiction	400	10458
17561	Vulg.Luc.15.12	Hieronymus	Evangelium secundum Lucam	Fiction	400	10459
17562	Vulg.Luc.15.12	Hieronymus	Evangelium secundum Lucam	Fiction	400	10460
17563	Vulg.Luc.15.12	Hieronymus	Evangelium secundum Lucam	Fiction	400	10461
17564	Vulg.Luc.15.13	Hieronymus	Evangelium secundum Lucam	Fiction	400	10462
17565	Vulg.Luc.15.14	Hieronymus	Evangelium secundum Lucam	Fiction	400	10463
17566	Vulg.Luc.15.15	Hieronymus	Evangelium secundum Lucam	Fiction	400	10464
17567	Vulg.Luc.15.15	Hieronymus	Evangelium secundum Lucam	Fiction	400	10465
17568	Vulg.Luc.15.16	Hieronymus	Evangelium secundum Lucam	Fiction	400	10466
17569	Vulg.Luc.15.16	Hieronymus	Evangelium secundum Lucam	Fiction	400	10467
17570	Vulg.Luc.15.17	Hieronymus	Evangelium secundum Lucam	Fiction	400	10468
48185	Vulg.Luc.15.17	Hieronymus	Evangelium secundum Lucam	Fiction	400	10469
48186	Vulg.Luc.15.17	Hieronymus	Evangelium secundum Lucam	Fiction	400	10470
48187	Vulg.Luc.15.18	Hieronymus	Evangelium secundum Lucam	Fiction	400	10471
17572	Vulg.Luc.15.18	Hieronymus	Evangelium secundum Lucam	Fiction	400	10472
17574	Vulg.Luc.15.19	Hieronymus	Evangelium secundum Lucam	Fiction	400	10473
17575	Vulg.Luc.15.20	Hieronymus	Evangelium secundum Lucam	Fiction	400	10474
17576	Vulg.Luc.15.20	Hieronymus	Evangelium secundum Lucam	Fiction	400	10475
17577	Vulg.Luc.15.21	Hieronymus	Evangelium secundum Lucam	Fiction	400	10476
17578	Vulg.Luc.15.21	Hieronymus	Evangelium secundum Lucam	Fiction	400	10477
17579	Vulg.Luc.15.21	Hieronymus	Evangelium secundum Lucam	Fiction	400	10478
17580	Vulg.Luc.15.22	Hieronymus	Evangelium secundum Lucam	Fiction	400	10479
17581	Vulg.Luc.15.22	Hieronymus	Evangelium secundum Lucam	Fiction	400	10480
17582	Vulg.Luc.15.23	Hieronymus	Evangelium secundum Lucam	Fiction	400	10481
17585	Vulg.Luc.15.24	Hieronymus	Evangelium secundum Lucam	Fiction	400	10482
17586	Vulg.Luc.15.25	Hieronymus	Evangelium secundum Lucam	Fiction	400	10483
17587	Vulg.Luc.15.25	Hieronymus	Evangelium secundum Lucam	Fiction	400	10484
17588	Vulg.Luc.15.26	Hieronymus	Evangelium secundum Lucam	Fiction	400	10485
17589	Vulg.Luc.15.27	Hieronymus	Evangelium secundum Lucam	Fiction	400	10486
17590	Vulg.Luc.15.27	Hieronymus	Evangelium secundum Lucam	Fiction	400	10487
17591	Vulg.Luc.15.28	Hieronymus	Evangelium secundum Lucam	Fiction	400	10488
17592	Vulg.Luc.15.28	Hieronymus	Evangelium secundum Lucam	Fiction	400	10489
17593	Vulg.Luc.15.29	Hieronymus	Evangelium secundum Lucam	Fiction	400	10490
17594	Vulg.Luc.15.29	Hieronymus	Evangelium secundum Lucam	Fiction	400	10491
17595	Vulg.Luc.15.29	Hieronymus	Evangelium secundum Lucam	Fiction	400	10492
17596	Vulg.Luc.15.30	Hieronymus	Evangelium secundum Lucam	Fiction	400	10493
17597	Vulg.Luc.15.31	Hieronymus	Evangelium secundum Lucam	Fiction	400	10494
17598	Vulg.Luc.15.31	Hieronymus	Evangelium secundum Lucam	Fiction	400	10495
17599	Vulg.Luc.15.32	Hieronymus	Evangelium secundum Lucam	Fiction	400	10496
18687	Vulg.Ioan.5.1	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11585
18688	Vulg.Ioan.5.2	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11586
18689	Vulg.Ioan.5.3	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11587
18690	Vulg.Ioan.5.5	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11588
18691	Vulg.Ioan.5.6	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11589
18692	Vulg.Ioan.5.6	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11590
18693	Vulg.Ioan.5.7	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11591
18694	Vulg.Ioan.5.7	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11592
18695	Vulg.Ioan.5.7	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11593
18696	Vulg.Ioan.5.8	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11594
18697	Vulg.Ioan.5.8	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11595
18698	Vulg.Ioan.5.9	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11596
18699	Vulg.Ioan.5.9	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11597
18700	Vulg.Ioan.5.9	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11598
18701	Vulg.Ioan.5.10	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11599
18702	Vulg.Ioan.5.10	Hieronymus	Evangelium secundum Ioannem	Fiction	400	11600
