sentence_id	sentence	ref	sent_order
85883	facies enim me certiorem	Cic.Att.6.1.7	4845
78587	atque haec superioribus litteris diligenter ad te perscripseram sed plane te intellegere volui mihi non excidisse illud quod tu ad me quibusdam litteris scripsisses si nihil aliud de hac provincia nisi illius benevolentiam deportassem mihi id satis esse	Cic.Att.6.1.7	4846
78588	sit sane quoniam ita tu vis sed tamen cum eo credo quod sine peccato meo fiat	Cic.Att.6.1.7	4847
78589	igitur meo decreto soluta res Scaptio stat	Cic.Att.6.1.7	4848
78590	quam id rectum sit tu iudicabis	Cic.Att.6.1.7	4849
85884	ne ad Catonem quidem provocabo	Cic.Att.6.1.7	4850
78591	sed noli me putare ἐγκελεύσματα illa tua abiecisse quae mihi in visceribus haerent	Cic.Att.6.1.8	4851
78592	flens mihi meam famam commendasti	Cic.Att.6.1.8	4852
85885	quae epistula tua est in qua non eius mentionem facias	Cic.Att.6.1.8	4853
78593	itaque irascatur qui volet	Cic.Att.6.1.8	4854
85886	patiar	Cic.Att.6.1.8	4855
78594	τὸ γὰρ εὖ μετ᾽ ἐμοῦ praesertim cum sex libris tamquam praedibus me ipse obstrinxerim quos tibi tam valde probari gaudeo	Cic.Att.6.1.8	4856
78595	e quibus unum ἱστορικὸν requiris de Gnaio Flavio Anni filio	Cic.Att.6.1.8	4857
78596	ille vero ante decemviros non fuit quippe qui aedilis curulis fuerit qui magistratus multis annis post decemviros institutus est	Cic.Att.6.1.8	4858
78597	quid ergo profecit quod protulit fastos	Cic.Att.6.1.8	4859
78598	occultatam putant quodam tempore istam tabulam ut dies agendi peterentur a paucis	Cic.Att.6.1.8	4860
78599	nec vero pauci sunt auctores Gnaium Flavium scribam fastos protulisse actiones que composuisse ne me hoc vel potius Africanum is enim loquitur commentum putes	Cic.Att.6.1.8	4861
78600	οὐκ ἔλαθέ σε illud de gestu histrionis	Cic.Att.6.1.8	4862
78601	tu sceleste suspicaris	Cic.Att.6.1.8	4863
85888	ego ἀφελῶς scripsi	Cic.Att.6.1.8	4864
78602	de me imperatore scribis te ex Philotimi litteris cognosse sed credo te iam in Epiro cum esses binas meas de omnibus rebus accepisse unas a Pindenisso capto alteras Laodicea utrasque tuis pueris datas	Cic.Att.6.1.9	4865
78603	quibus de rebus propter casum navigandi per binos tabellarios misi Romam publice litteras	Cic.Att.6.1.9	4866
78604	de Tullia mea tibi adsentior scripsi que ad eam et ad Terentiam mihi placere	Cic.Att.6.1.10	4867
78605	tu enim ad me iam ante scripseras	Cic.Att.6.1.10	4868
89038	ac vellem te in tuum veterem gregem rettulisses	Cic.Att.6.1.10	4869
78606	correcta vero epistula Memmiana nihil negoti fuit	Cic.Att.6.1.10	4870
85889	multo enim malo hunc a Pontidia quam illum a Servilia	Cic.Att.6.1.10	4871
78607	qua re adiunges Saufeium nostrum hominem semper amantem mei nunc credo eo magis quod debet etiam fratris Appi amorem erga me cum reliqua hereditate crevisse	Cic.Att.6.1.10	4872
85890	qui declaravit quanti me faceret cum saepe tum in Bursa	Cic.Att.6.1.10	4873
78608	ne tu me sollicitudine magna liberaris	Cic.Att.6.1.10	4874
78609	Furni exceptio mihi non placet	Cic.Att.6.1.11	4875
85891	nec enim ego ullum aliud tempus timeo nisi quod ille solum excipit	Cic.Att.6.1.11	4876
78610	sed scriberem ad te de hoc plura si Romae esses	Cic.Att.6.1.11	4877
78611	in Pompeio te spem omnem oti ponere non miror	Cic.Att.6.1.11	4878
78612	ita res est removendum que censeo illud dissimulantem	Cic.Att.6.1.11	4879
78613	sed enim οἰκονομία si perturbatior est tibi adsignato	Cic.Att.6.1.11	4880
78614	te enim sequor σχεδιάζοντα	Cic.Att.6.1.11	4881
78615	Cicerones pueri amant inter se	Cic.Att.6.1.12	4882
85892	exercentur sed discunt	Cic.Att.6.1.12	4883
85893	alter uti dixit Isocrates in Ephoro et Theopompo frenis eget alter calcaribus	Cic.Att.6.1.12	4884
78616	Quinto togam puram Liberalibus cogitabam dare	Cic.Att.6.1.12	4885
85894	mandavit enim pater	Cic.Att.6.1.12	4886
78617	ea sic observabo quasi intercalatum non sit	Cic.Att.6.1.12	4887
78618	Dionysius mihi quidem in amoribus est	Cic.Att.6.1.12	4888
85895	pueri autem aiunt eum furenter irasci	Cic.Att.6.1.12	4889
85896	sed homo ne c doctior ne c sanctior fieri potest ne c tui mei que amantior	Cic.Att.6.1.12	4890
78619	Thermum Silium vere audis laudari	Cic.Att.6.1.13	4891
78620	valde honeste se gerunt	Cic.Att.6.1.13	4892
78621	adde Marcum Nonium Bibulum me si voles	Cic.Att.6.1.13	4893
78622	iam Scrofa vellem haberet ubi posset	Cic.Att.6.1.13	4894
85898	est enim lautum negotium	Cic.Att.6.1.13	4895
78623	ceteri infirmant πολίτευμα Catonis	Cic.Att.6.1.13	4896
78624	Hortensio quod causam meam commendas valde gratum	Cic.Att.6.1.13	4897
78625	de Amiano spei nihil putat esse Dionysius	Cic.Att.6.1.13	4898
78626	Terenti nullum vestigium adgnovi	Cic.Att.6.1.13	4899
78627	Moeragenes certe periit	Cic.Att.6.1.13	4900
78628	feci iter per eius possessionem in qua animal reliquum nullum est	Cic.Att.6.1.13	4901
78629	haec non noram tum cum Democrito tuo cum locutus sum	Cic.Att.6.1.13	4902
78630	Rhosica vasa mandavi	Cic.Att.6.1.13	4903
78631	sed heus tu quid cogitas	Cic.Att.6.1.13	4904
78633	in felicatis lancibus et splendidissimis canistris holusculis nos soles pascere	Cic.Att.6.1.13	4905
85899	quid te in vasis fictilibus appositurum putem	Cic.Att.6.1.13	4906
78634	κέρας Phemio mandatum est	Cic.Att.6.1.13	4907
85900	reperietur modo aliquid illo dignum canat	Cic.Att.6.1.13	4908
78635	Parthicum bellum impendet	Cic.Att.6.1.14	4909
78636	Cassius ineptas litteras misit	Cic.Att.6.1.14	4910
85901	necdum Bibuli erant adlatae	Cic.Att.6.1.14	4911
78637	quibus recitatis puto fore ut aliquando commoveatur senatus	Cic.Att.6.1.14	4912
78638	equidem sum in magna animi perturbatione	Cic.Att.6.1.14	4913
78639	si ut opto non prorogatur nostrum negotium habeo Iunium et Quintilem in metu	Cic.Att.6.1.14	4914
78640	esto	Cic.Att.6.1.14	4915
85902	duos quidem mensis sustinebit Bibulus	Cic.Att.6.1.14	4916
78641	quid illo fiet quem reliquero praesertim si fratrem	Cic.Att.6.1.14	4917
78642	quid me autem si non tam cito decedo	Cic.Att.6.1.14	4918
78643	Magna turba est	Cic.Att.6.1.14	4919
78644	mihi tamen cum Deiotaro convenit ut ille in meis castris esset cum suis copiis omnibus	Cic.Att.6.1.14	4920
78645	habet autem cohortis quadringenarias nostra armatura triginta equitum duo milia	Cic.Att.6.1.14	4921
78646	erit ad sustentandum quoad Pompeius veniat	Cic.Att.6.1.14	4922
85903	qui litteris quas ad me mittit significat suum negotium illud fore	Cic.Att.6.1.14	4923
78647	hiemant in nostra provincia Parthi	Cic.Att.6.1.14	4924
85904	exspectatur ipse Orodes	Cic.Att.6.1.14	4925
78648	quid quaeris	Cic.Att.6.1.14	4926
78649	aliquantum est negoti	Cic.Att.6.1.14	4927
78650	de Bibuli edicto nihil novi praeter illam exceptionem de qua tu ad me scripseras	Cic.Att.6.1.15	4928
89039	nimis gravi praeiudicio in ordinem nostrum	Cic.Att.6.1.15	4929
78651	ego tamen habeo ἰσοδυναμοῦσαν sed tectiorem ex Quinti Muci Publi fili edicto Asiatico extra quam si ita negotium gestum est ut eo stari non oporteat ex fide bona multa que sum secutus Scaevolae in iis illud in quo sibi libertatem censent Graeci datam ut Graeci inter se disceptent suis legibus	Cic.Att.6.1.15	4930
78653	breve autem edictum est propter hanc meam διαίρεσιν quod duobus generibus edicendum putavi	Cic.Att.6.1.15	4931
78654	quorum unum est provinciale in quo est de rationibus civitatum de aere alieno de usura de syngraphis	Cic.Att.6.1.15	4932
85906	in eodem omnia de publicanis	Cic.Att.6.1.15	4933
85907	alterum quod sine edicto satis commode transigi non potest de hereditatum possessionibus de bonis possidendis vendendis magistris faciendis quae ex edicto et postulari et fieri solent	Cic.Att.6.1.15	4934
78655	tertium de reliquo iure dicundo ἄγραφον reliqui	Cic.Att.6.1.15	4935
78656	dixi me de eo genere mea decreta ad edicta urbana accommodaturum	Cic.Att.6.1.15	4936
78657	itaque curo et satis facio adhuc omnibus	Cic.Att.6.1.15	4937
78658	Graeci vero exsultant quod peregrinis iudicibus utuntur	Cic.Att.6.1.15	4938
78659	nugatoribus quidem	Cic.Att.6.1.15	4939
85908	inquies	Cic.Att.6.1.15	4940
78660	quid refert	Cic.Att.6.1.15	4941
78661	tamen se αὐτονομίαν adeptos putant	Cic.Att.6.1.15	4942
78662	vestri enim credo gravis habent Turpionem sutorium et Vettium mancipem	Cic.Att.6.1.15	4943
78663	de publicanis quid agam videris quaerere	Cic.Att.6.1.16	4944
78664	habeo in deliciis	Cic.Att.6.1.16	4945
85909	obsequor	Cic.Att.6.1.16	4946
85910	verbis laudo	Cic.Att.6.1.16	4947
85911	orno	Cic.Att.6.1.16	4948
85912	efficio ne cui molesti sint	Cic.Att.6.1.16	4949
78665	τὸ παραδοξότατον usuras eorum quas pactionibus adscripserant servavit etiam Servilius	Cic.Att.6.1.16	4950
78666	ego sic	Cic.Att.6.1.16	4951
78667	diem statuo satis laxam quam ante si solverint dico me centesimas ducturum	Cic.Att.6.1.16	4952
85913	si non solverint ex pactione	Cic.Att.6.1.16	4953
78668	itaque et Graeci solvunt tolerabili faenore et publicanis res est gratissima si illa iam habent pleno modio verborum honorem invitationem crebram	Cic.Att.6.1.16	4954
78669	quid plura	Cic.Att.6.1.16	4955
78670	sunt omnes ita mihi familiares ut se quisque maxime putet	Cic.Att.6.1.16	4956
78671	sed tamen μηδὲν αὐτοῖς	Cic.Att.6.1.16	4957
78672	scis reliqua	Cic.Att.6.1.16	4958
78673	de statua Africani ὢ πραγμάτων ἀσυγκλώστων sed me id ipsum delectavit in tuis litteris ai n tu	Cic.Att.6.1.17	4959
78675	Scipio hic Metellus proavum suum nescit censorem non fuisse	Cic.Att.6.1.17	4960
78677	in illa autem quae est ad Πολυκλέους Herculem inscriptum est consul	Cic.Att.6.1.17	4961
85914	quam esse eiusdem status amictus anulus imago ipsa declarat	Cic.Att.6.1.17	4962
78678	at me hercule ego cum in turma inauratarum equestrium quas hic Metellus in Capitolio posuit animadvertissem in Serapionis subscriptione Africani imaginem erratum fabrile putavi	Cic.Att.6.1.17	4963
85915	nunc video Metelli	Cic.Att.6.1.17	4964
78679	o ἀνιστορησίαν turpem	Cic.Att.6.1.18	4965
78680	nam illud de Flavio et fastis si secus est commune erratum est et tu belle ἠπόρησας et nos publicam prope opinionem secuti sumus ut multa apud Graecos	Cic.Att.6.1.18	4966
78681	quis enim non dixit Εὔπολιν ab Alcibiade navigante in Siciliam deiectum esse in mare	Cic.Att.6.1.18	4967
78682	redarguit Eratosthenes	Cic.Att.6.1.18	4968
85916	adfert enim quas ille post id tempus fabulas docuerit	Cic.Att.6.1.18	4969
78683	num idcirco Duris Samius homo in historia diligens quod cum multis erravit inridetur	Cic.Att.6.1.18	4970
78684	quis Zaleucum leges Locris scripsisse non dixit	Cic.Att.6.1.18	4971
78685	num igitur iacet Theophrastus si id a Timaeo tuo familiari reprensum est	Cic.Att.6.1.18	4972
78686	sed nescire proavum suum censorem non fuisse turpe est praesertim cum post eum consulem nemo Cornelius illo vivo censor fuerit	Cic.Att.6.1.18	4973
78687	quod de Philotimo et de solutione HS X̅X̅DC scribis Philotimum circiter Kal.Ianuarias in Chersonesum audio venisse	Cic.Att.6.1.19	4974
78689	at mi ab eo nihil adhuc	Cic.Att.6.1.19	4975
78690	reliqua mea Camillus scribit se accepisse	Cic.Att.6.1.19	4976
78691	ea quae sint nescio et aveo scire	Cic.Att.6.1.19	4977
78692	verum haec posterius et coram fortasse commodius	Cic.Att.6.1.19	4978
78693	illud me mi Attice in extrema fere parte epistulae commovit	Cic.Att.6.1.20	4979
85917	scribis enim sic	Cic.Att.6.1.20	4980
89040	τί λοιπόν	Cic.Att.6.1.20	4981
85918	deinde me obsecras amantissime ne obliviscar vigilare et ut animadvertam quae fiant	Cic.Att.6.1.20	4982
78694	num quid de quo inaudisti	Cic.Att.6.1.20	4983
78695	etsi nihil eius modi est	Cic.Att.6.1.20	4984
78696	πολλοῦ γε καὶ δεῖ	Cic.Att.6.1.20	4985
78697	ne c enim me fefellisset ne c fallet	Cic.Att.6.1.20	4986
78698	sed ista admonitio tua tam accurata nescio quid mihi significare visa est	Cic.Att.6.1.20	4987
78699	de Marco Octavio iterum iam tibi rescribo te illi probe respondisse	Cic.Att.6.1.21	4988
85919	paulo vellem fidentius	Cic.Att.6.1.21	4989
78700	nam Caelius libertum ad me misit et litteras accurate scriptas et de pantheris et a civitatibus	Cic.Att.6.1.21	4990
78701	rescripsi alterum me moleste ferre si ego in tenebris laterem ne c audiretur Romae nullum in mea provincia nummum nisi in aes alienum erogari docui que ne c mihi conciliare pecuniam licere ne c illi capere monui que eum quem plane diligo ut cum alios accusasset cautius viveret	Cic.Att.6.1.21	4991
85922	illud autem alterum alienum esse existimatione mea Cibyratas imperio meo publice venari	Cic.Att.6.1.21	4992
78702	Lepta tua epistula gaudio exsultat	Cic.Att.6.1.22	4993
85923	etenim scripta belle est me que apud eum magna in gratia posuit	Cic.Att.6.1.22	4994
78703	filiola tua gratum mihi fecit quod tibi diligenter mandavit ut mihi salutem adscriberes	Cic.Att.6.1.22	4995
85924	gratum etiam Pilia sed illa officiosius quod mihi quem iam pridem numquam vidit	Cic.Att.6.1.22	4996
78704	igitur tu quoque salutem utrique adscribito	Cic.Att.6.1.22	4997
78705	litterarum datarum dies pr Kal Ianuar suavem habuit recordationem clarissimi iuris iurandi quod ego non eram oblitus	Cic.Att.6.1.22	4998
78706	Magnus enim praetextatus illo die fui	Cic.Att.6.1.22	4999
78707	habes ad omnia	Cic.Att.6.1.22	5000
78708	non ut postulasti χρύσεα χαλκείων sed paria paribus respondimus	Cic.Att.6.1.22	5001
78709	ecce autem alia pusilla epistula quam non relinquam ἀναντιφώνητον	Cic.Att.6.1.23	5002
78711	et velim scire qui sit eius status	Cic.Att.6.1.23	5003
78712	Lentulum quidem nostrum omnia praeter Tusculanum proscripsisse audio	Cic.Att.6.1.23	5004
78713	cupio hos expeditos videre	Cic.Att.6.1.23	5005
85925	cupio etiam Sestium	Cic.Att.6.1.23	5006
85928	adde si s Caelium	Cic.Att.6.1.23	5007
85927	in quibus omnibus est αἴδεσθεν μὲν ἀνήνασθαι, δεῖσαν δ᾽ ὑποδέχθαι.	Cic.Att.6.1.23	5008
85929	de Memmio restituendo ut Curio cogitet te audisse puto	Cic.Att.6.1.23	5009
78714	de Egnati Sidicini nomine ne c nulla ne c magna spe sumus	Cic.Att.6.1.23	5010
78715	Pinarium quem mihi commendas diligentissime Deiotarus curat graviter aegrum	Cic.Att.6.1.23	5011
78716	respondi etiam minori	Cic.Att.6.1.23	5012
78717	tu velim dum ero Laodiceae id est ad Idus Maias quam saepissime me cum per litteras colloquare et cum Athenas veneris iam enim sciemus de rebus urbanis de provinciis quae omnia in mensem Martium sunt conlata utique ad me tabellarios mittas	Cic.Att.6.1.24	5013
78720	in quo ut audio magnum odium Pompei suscepistis	Cic.Att.6.1.25	5014
78721	putat enim suos nummos vos comedisse Caesarem in Nemore aedificando diligentiorem fore	Cic.Att.6.1.25	5015
78722	haec ego ex Publio Vedio magno nebulone sed Pompei tamen familiari audivi	Cic.Att.6.1.25	5016
78723	hic Vedius mihi obviam venit cum duobus essedis et raeda equis iuncta et lectica et familia magna pro qua si Curio legem pertulerit HS centenos pendat necesse est	Cic.Att.6.1.25	5017
78724	erat praeterea cynocephalus in essedo ne c deerant onagri	Cic.Att.6.1.25	5018
78725	numquam vidi hominem nequiorem	Cic.Att.6.1.25	5019
78726	sed extremum audi	Cic.Att.6.1.25	5020
78727	deversatus est Laodiceae apud Pompeium Vindullum	Cic.Att.6.1.25	5021
78728	ibi sua deposuit cum ad me profectus est	Cic.Att.6.1.25	5022
78729	moritur interim Vindullus	Cic.Att.6.1.25	5023
85931	quae res ad Magnum Pompeium pertinere putabatur	Cic.Att.6.1.25	5024
78730	Gaius Vennonius domum Vindulli venit	Cic.Att.6.1.25	5025
78731	cum omnia obsignaret in Vedianas res incidit	Cic.Att.6.1.25	5026
78732	in his inventae sunt quinque imagunculae matronarum in quibus una sororis amici tui hominis bruti qui hoc utatur et illius lepidi qui haec tam neglegenter ferat	Cic.Att.6.1.25	5027
78733	haec te volui παριστορῆσαι	Cic.Att.6.1.25	5028
78734	sumus enim ambo belle curiosi	Cic.Att.6.1.25	5029
78735	unum etiam velim cogites	Cic.Att.6.1.26	5030
78736	audio Appium πρόπυλον Eleusine facere	Cic.Att.6.1.26	5031
78737	num inepti fuerimus si nos quoque Academiae fecerimus	Cic.Att.6.1.26	5032
78738	puto	Cic.Att.6.1.26	5033
85933	inquies	Cic.Att.6.1.26	5034
78739	ergo id ipsum scribes ad me	Cic.Att.6.1.26	5035
78740	equidem valde ipsas Athenas amo	Cic.Att.6.1.26	5036
78741	volo esse aliquod monumentum	Cic.Att.6.1.26	5037
85934	odi falsas inscriptiones statuarum alienarum	Cic.Att.6.1.26	5038
78742	sed ut tibi placebit facies que me in quem diem Romana incidant mysteria certiorem et quo modo hiemaris	Cic.Att.6.1.26	5039
78743	cura ut valeas	Cic.Att.6.1.26	5040
78744	post Leuctricam pugnam die septingentesimo sexagesimo quinto	Cic.Att.6.1.26	5041
85940	deinde quod de deo cum isto Dicaearcho non minus bene existimabat quam tu de C Vestorio ego de M Cluvio non dubitabat quin ei crederemus	Cic.Att.6.2.3	5042
78789	magna autem in spe sum mihi nihil temporis prorogatum iri	Cic.Att.6.2.6	5043
85948	e quibus intellegebam Curionis nostri constantia omnia potius actum iri quam de provinciis	Cic.Att.6.2.6	5044
78846	etsi nil sane habebam novi quod post accidisset quam dedissem ad te Philogeni liberto tuo litteras tamen cum Philotimum Romam remitterem scribendum aliquid ad te fuit	Cic.Att.6.3.1	5045
78882	aut Scaptius qui in Cappadocia fuit puto esse satis factum	Cic.Att.6.3.5	5046
79026	id videbatur approbare quod erat in extremo febriculam tum te habentem scripsisse	Cic.Att.6.9.1	5047
79027	sed te amavi tamen admiratus que sum quod nihilo minus ad me tua manu scripsisses	Cic.Att.6.9.1	5048
79029	spero enim quae tua prudentia et temperantia est et hercule ut me iubet Acastus confido te iam ut volumus valere	Cic.Att.6.9.1	5049
79030	a Turranio te accepisse meas litteras gaudeo	Cic.Att.6.9.2	5050
79032	hanc quae me hercule mihi magno dolori est dilexi enim hominem procura quantulacumque est Precianam hereditatem prorsus ille ne attingat	Cic.Att.6.9.2	5051
79034	in quo ut praecipis ne c me κενὸν in expetendo cognosces ne c ἄτυφον in abiciendo	Cic.Att.6.9.2	5052
79038	quid erat dubitatione dignum si esset quicquam cur placeret fratrem et talem fratrem relinqui	Cic.Att.6.9.3	5053
79047	tu mihi ut polliceris de Tulliola mea id est de Dolabella perscribes de re publica quam praevideo in summis periculis de censoribus maxime que de signis tabulis quid fiat referatur ne	Cic.Att.6.9.5	5054
79048	Idibus Octobribus has dedi litteras quo die ut scribis Caesar Placentiam legiones IIII	Cic.Att.6.9.5	5055
